date	close
1-Jan-10	
1-Apr-10	2.2
1-Jul-10	2.4
1-Oct-10	3.8
1-Jan-11	4.7
1-Apr-11	5.32
1-Jul-11	3.5
1-Oct-11	3.16
1-Jan-12	4.14
1-Apr-12	4.34
1-Jul-12	5.75
1-Oct-12	6.24
